sample_id	chrom	start	end	cn_a	cn_b
internal48	chr3	5	6	0	0
internal48	chr3	6	7	0	0
internal48	chr3	7	8	0	0
internal48	chr3	8	9	0	0
internal48	chr3	9	10	0	0
internal48	chr4	0	1	0	0
internal48	chr4	1	2	0	0
internal48	chr4	2	3	0	0
internal48	chr4	3	4	0	0
internal48	chr4	4	5	0	0
internal48	chr4	5	6	0	0
internal48	chr4	6	7	0	0
internal48	chr4	7	8	0	0
internal48	chr4	8	9	0	0
internal48	chr4	9	10	0	0
internal49	chr1	0	1	0	0
internal49	chr1	1	2	0	1
internal49	chr1	2	3	0	0
internal49	chr1	3	4	0	0
internal49	chr1	4	5	0	0
internal49	chr1	5	6	0	0
internal49	chr1	6	7	0	0
internal49	chr1	7	8	0	0
internal49	chr1	8	9	0	0
internal49	chr1	9	10	0	0
internal49	chr2	0	1	0	0
internal49	chr2	1	2	0	0
internal49	chr2	2	3	0	0
internal49	chr2	3	4	0	0
internal49	chr2	4	5	0	0
internal49	chr2	5	6	0	0
internal49	chr2	6	7	0	0
internal49	chr2	7	8	0	0
internal49	chr2	8	9	0	0
internal49	chr2	9	10	0	0
internal49	chr3	0	1	0	0
internal49	chr3	1	2	0	0
internal49	chr3	2	3	0	0
internal49	chr3	3	4	0	0
internal49	chr3	4	5	0	0
internal49	chr3	5	6	0	0
internal49	chr3	6	7	0	0
internal49	chr3	7	8	0	0
internal49	chr3	8	9	0	0
internal49	chr3	9	10	0	0
internal49	chr4	0	1	0	0
internal49	chr4	1	2	0	0
internal49	chr4	2	3	0	0
internal49	chr4	3	4	0	0
internal49	chr4	4	5	0	0
internal49	chr4	5	6	0	0
internal49	chr4	6	7	0	0
internal49	chr4	7	8	0	0
internal49	chr4	8	9	0	0
internal49	chr4	9	10	0	0
internal5	chr1	0	1	1	0
internal5	chr1	1	2	0	0
internal5	chr1	2	3	0	0
internal5	chr1	3	4	0	1
internal5	chr1	4	5	0	0
internal5	chr1	5	6	0	0
internal5	chr1	6	7	0	0
internal5	chr1	7	8	0	0
internal5	chr1	8	9	0	0
internal5	chr1	9	10	0	0
internal5	chr2	0	1	0	0
internal5	chr2	1	2	0	1
internal5	chr2	2	3	0	0
internal5	chr2	3	4	0	0
internal5	chr2	4	5	0	0
internal5	chr2	5	6	0	0
internal5	chr2	6	7	0	0
internal5	chr2	7	8	0	0
internal5	chr2	8	9	0	0
internal5	chr2	9	10	0	0
internal5	chr3	0	1	0	0
internal5	chr3	1	2	0	0
internal5	chr3	2	3	0	0
internal5	chr3	3	4	0	0
internal5	chr3	4	5	0	0
internal5	chr3	5	6	0	0
internal5	chr3	6	7	0	0
internal5	chr3	7	8	0	1
internal5	chr3	8	9	0	0
internal5	chr3	9	10	0	0
internal5	chr4	0	1	0	0
internal5	chr4	1	2	0	0
internal5	chr4	2	3	0	0
internal5	chr4	3	4	0	0
internal5	chr4	4	5	0	0
internal5	chr4	5	6	0	0
internal5	chr4	6	7	0	0
internal5	chr4	7	8	0	0
internal5	chr4	8	9	0	0
internal5	chr4	9	10	0	0
internal50	chr1	0	1	0	0
internal50	chr1	1	2	0	0
internal50	chr1	2	3	0	0
internal50	chr1	3	4	0	0
internal50	chr1	4	5	0	0
internal50	chr1	5	6	0	0
internal50	chr1	6	7	0	0
internal50	chr1	7	8	0	0
internal50	chr1	8	9	0	0
internal50	chr1	9	10	0	0
internal50	chr2	0	1	0	0
internal50	chr2	1	2	0	0
internal50	chr2	2	3	0	0
internal50	chr2	3	4	0	0
internal50	chr2	4	5	0	0
internal50	chr2	5	6	0	0
internal50	chr2	6	7	0	0
internal50	chr2	7	8	0	0
internal50	chr2	8	9	0	0
internal50	chr2	9	10	0	0
internal50	chr3	0	1	0	0
internal50	chr3	1	2	0	0
internal50	chr3	2	3	0	0
internal50	chr3	3	4	0	0
internal50	chr3	4	5	0	0
internal50	chr3	5	6	0	0
internal50	chr3	6	7	0	0
internal50	chr3	7	8	0	0
internal50	chr3	8	9	0	0
internal50	chr3	9	10	0	0
internal50	chr4	0	1	0	0
internal50	chr4	1	2	0	0
internal50	chr4	2	3	0	0
internal50	chr4	3	4	0	0
internal50	chr4	4	5	0	0
internal50	chr4	5	6	0	0
internal50	chr4	6	7	0	0
internal50	chr4	7	8	0	0
internal50	chr4	8	9	0	0
internal50	chr4	9	10	0	0
internal51	chr1	0	1	0	0
internal51	chr1	1	2	0	0
internal51	chr1	2	3	0	0
internal51	chr1	3	4	0	0
internal51	chr1	4	5	0	0
internal51	chr1	5	6	0	0
internal51	chr1	6	7	0	0
internal51	chr1	7	8	0	0
internal51	chr1	8	9	0	0
internal51	chr1	9	10	0	0
internal51	chr2	0	1	0	0
internal51	chr2	1	2	0	0
internal51	chr2	2	3	0	0
internal51	chr2	3	4	0	0
internal51	chr2	4	5	0	0
internal51	chr2	5	6	0	0
internal51	chr2	6	7	0	0
internal51	chr2	7	8	0	0
internal51	chr2	8	9	0	1
internal51	chr2	9	10	0	0
internal51	chr3	0	1	0	0
internal51	chr3	1	2	0	0
internal51	chr3	2	3	0	0
internal51	chr3	3	4	0	0
internal51	chr3	4	5	0	0
internal51	chr3	5	6	0	0
internal51	chr3	6	7	0	0
internal51	chr3	7	8	0	0
internal51	chr3	8	9	0	0
internal51	chr3	9	10	0	0
internal51	chr4	0	1	0	0
internal51	chr4	1	2	0	0
internal51	chr4	2	3	0	0
internal51	chr4	3	4	0	0
internal51	chr4	4	5	0	0
internal51	chr4	5	6	0	0
internal51	chr4	6	7	0	0
internal51	chr4	7	8	0	0
internal51	chr4	8	9	0	0
internal51	chr4	9	10	0	0
internal52	chr1	0	1	0	0
internal52	chr1	1	2	0	0
internal52	chr1	2	3	0	0
internal52	chr1	3	4	0	0
internal52	chr1	4	5	0	0
internal52	chr1	5	6	0	0
internal52	chr1	6	7	0	0
internal52	chr1	7	8	0	0
internal52	chr1	8	9	0	0
internal52	chr1	9	10	0	0
internal52	chr2	0	1	0	0
internal52	chr2	1	2	0	0
internal52	chr2	2	3	0	0
internal52	chr2	3	4	0	0
internal52	chr2	4	5	0	0
internal52	chr2	5	6	0	0
internal52	chr2	6	7	0	0
internal52	chr2	7	8	0	0
internal52	chr2	8	9	0	0
internal52	chr2	9	10	0	0
internal52	chr3	0	1	0	0
internal52	chr3	1	2	0	0
internal52	chr3	2	3	0	0
internal52	chr3	3	4	0	0
internal52	chr3	4	5	0	0
internal52	chr3	5	6	0	0
internal52	chr3	6	7	0	0
internal52	chr3	7	8	0	0
internal52	chr3	8	9	0	0
internal52	chr3	9	10	0	0
internal52	chr4	0	1	0	0
internal52	chr4	1	2	0	0
internal52	chr4	2	3	0	0
internal52	chr4	3	4	0	0
internal52	chr4	4	5	0	0
internal52	chr4	5	6	0	0
internal52	chr4	6	7	0	0
internal52	chr4	7	8	0	0
internal52	chr4	8	9	0	0
internal52	chr4	9	10	0	0
internal53	chr1	0	1	0	0
internal53	chr1	1	2	0	0
internal53	chr1	2	3	0	0
internal53	chr1	3	4	0	0
internal53	chr1	4	5	0	0
internal53	chr1	5	6	0	1
internal53	chr1	6	7	0	0
internal53	chr1	7	8	0	0
internal53	chr1	8	9	0	0
internal53	chr1	9	10	0	0
internal53	chr2	0	1	0	0
internal53	chr2	1	2	0	0
internal53	chr2	2	3	0	0
internal53	chr2	3	4	0	0
internal53	chr2	4	5	0	0
internal53	chr2	5	6	0	0
internal53	chr2	6	7	0	0
internal53	chr2	7	8	0	0
internal53	chr2	8	9	0	0
internal53	chr2	9	10	0	0
internal53	chr3	0	1	0	0
internal53	chr3	1	2	0	0
internal53	chr3	2	3	0	0
internal53	chr3	3	4	0	0
internal53	chr3	4	5	0	0
internal53	chr3	5	6	0	0
internal53	chr3	6	7	0	0
internal53	chr3	7	8	0	0
internal53	chr3	8	9	0	0
internal53	chr3	9	10	0	0
internal53	chr4	0	1	0	0
internal53	chr4	1	2	0	0
internal53	chr4	2	3	0	0
internal53	chr4	3	4	0	0
internal53	chr4	4	5	0	0
internal53	chr4	5	6	0	0
internal53	chr4	6	7	0	0
internal53	chr4	7	8	0	0
internal53	chr4	8	9	0	0
internal53	chr4	9	10	0	0
internal54	chr1	0	1	0	0
internal54	chr1	1	2	0	0
internal54	chr1	2	3	0	0
internal54	chr1	3	4	0	0
internal54	chr1	4	5	0	0
internal54	chr1	5	6	0	0
internal54	chr1	6	7	0	0
internal54	chr1	7	8	0	0
internal54	chr1	8	9	0	0
internal54	chr1	9	10	0	0
internal54	chr2	0	1	0	0
internal54	chr2	1	2	0	0
internal54	chr2	2	3	0	0
internal54	chr2	3	4	0	0
internal54	chr2	4	5	0	0
internal54	chr2	5	6	0	0
internal54	chr2	6	7	0	0
internal54	chr2	7	8	0	0
internal54	chr2	8	9	0	0
internal54	chr2	9	10	0	0
internal54	chr3	0	1	0	0
internal54	chr3	1	2	0	0
internal54	chr3	2	3	0	0
internal54	chr3	3	4	0	0
internal54	chr3	4	5	0	0
internal54	chr3	5	6	0	0
internal54	chr3	6	7	0	0
internal54	chr3	7	8	0	0
internal54	chr3	8	9	0	0
internal54	chr3	9	10	0	0
internal54	chr4	0	1	0	0
internal54	chr4	1	2	0	0
internal54	chr4	2	3	0	0
internal54	chr4	3	4	0	0
internal54	chr4	4	5	0	0
internal54	chr4	5	6	0	0
internal54	chr4	6	7	0	0
internal54	chr4	7	8	0	0
internal54	chr4	8	9	0	0
internal54	chr4	9	10	0	0
internal55	chr1	0	1	0	0
internal55	chr1	1	2	0	0
internal55	chr1	2	3	0	0
internal55	chr1	3	4	0	0
internal55	chr1	4	5	0	0
internal55	chr1	5	6	0	0
internal55	chr1	6	7	0	0
internal55	chr1	7	8	0	0
internal55	chr1	8	9	0	0
internal55	chr1	9	10	0	0
internal55	chr2	0	1	0	0
internal55	chr2	1	2	0	0
internal55	chr2	2	3	0	0
internal55	chr2	3	4	0	0
internal55	chr2	4	5	0	0
internal55	chr2	5	6	0	0
internal55	chr2	6	7	0	0
internal55	chr2	7	8	0	0
internal55	chr2	8	9	0	0
internal55	chr2	9	10	0	0
internal55	chr3	0	1	0	0
internal55	chr3	1	2	1	0
internal55	chr3	2	3	0	0
internal55	chr3	3	4	0	0
internal55	chr3	4	5	0	0
internal55	chr3	5	6	0	0
internal55	chr3	6	7	0	0
internal55	chr3	7	8	0	0
internal55	chr3	8	9	0	0
internal55	chr3	9	10	0	0
internal55	chr4	0	1	0	0
internal55	chr4	1	2	0	0
internal55	chr4	2	3	0	0
internal55	chr4	3	4	0	0
internal55	chr4	4	5	0	0
internal55	chr4	5	6	0	0
internal55	chr4	6	7	0	0
internal55	chr4	7	8	0	0
internal55	chr4	8	9	0	0
internal55	chr4	9	10	0	0
internal56	chr1	0	1	0	0
internal56	chr1	1	2	0	1
internal56	chr1	2	3	0	1
internal56	chr1	3	4	0	1
internal56	chr1	4	5	0	1
internal56	chr1	5	6	0	1
internal56	chr1	6	7	0	1
internal56	chr1	7	8	0	1
internal56	chr1	8	9	0	0
internal56	chr1	9	10	0	0
internal56	chr2	0	1	0	0
internal56	chr2	1	2	0	0
internal56	chr2	2	3	0	0
internal56	chr2	3	4	0	0
internal56	chr2	4	5	0	0
internal56	chr2	5	6	0	0
internal56	chr2	6	7	0	0
internal56	chr2	7	8	1	0
internal56	chr2	8	9	0	1
internal56	chr2	9	10	0	0
internal56	chr3	0	1	0	0
internal56	chr3	1	2	1	0
internal56	chr3	2	3	0	0
internal56	chr3	3	4	0	0
internal56	chr3	4	5	0	0
internal56	chr3	5	6	0	0
internal56	chr3	6	7	0	0
internal56	chr3	7	8	0	0
internal56	chr3	8	9	0	0
internal56	chr3	9	10	0	0
internal56	chr4	0	1	0	0
internal56	chr4	1	2	0	0
internal56	chr4	2	3	0	0
internal56	chr4	3	4	0	0
internal56	chr4	4	5	0	0
internal56	chr4	5	6	0	0
internal56	chr4	6	7	0	0
internal56	chr4	7	8	0	0
internal56	chr4	8	9	0	0
internal56	chr4	9	10	0	0
internal57	chr1	0	1	0	0
internal57	chr1	1	2	0	0
internal57	chr1	2	3	0	0
internal57	chr1	3	4	0	0
internal57	chr1	4	5	0	0
internal57	chr1	5	6	0	0
internal57	chr1	6	7	0	0
internal57	chr1	7	8	0	0
internal57	chr1	8	9	0	0
internal57	chr1	9	10	0	0
internal57	chr2	0	1	0	0
internal57	chr2	1	2	0	0
internal57	chr2	2	3	0	0
internal57	chr2	3	4	0	0
internal57	chr2	4	5	0	0
internal57	chr2	5	6	0	0
internal57	chr2	6	7	0	0
internal57	chr2	7	8	1	0
internal57	chr2	8	9	0	0
internal57	chr2	9	10	0	0
internal57	chr3	0	1	0	0
internal57	chr3	1	2	0	0
internal57	chr3	2	3	0	0
internal57	chr3	3	4	0	0
internal57	chr3	4	5	0	0
internal57	chr3	5	6	0	0
internal57	chr3	6	7	0	0
internal57	chr3	7	8	0	0
internal57	chr3	8	9	0	0
internal57	chr3	9	10	0	0
internal57	chr4	0	1	0	0
internal57	chr4	1	2	0	0
internal57	chr4	2	3	0	0
internal57	chr4	3	4	0	0
internal57	chr4	4	5	0	0
internal57	chr4	5	6	0	0
internal57	chr4	6	7	0	0
internal57	chr4	7	8	0	0
internal57	chr4	8	9	0	0
internal57	chr4	9	10	0	0
internal58	chr1	0	1	0	0
internal58	chr1	1	2	0	1
internal58	chr1	2	3	0	0
internal58	chr1	3	4	0	0
internal58	chr1	4	5	0	0
internal58	chr1	5	6	0	0
internal58	chr1	6	7	0	0
internal58	chr1	7	8	0	0
internal58	chr1	8	9	0	0
internal58	chr1	9	10	0	0
internal58	chr2	0	1	0	0
internal58	chr2	1	2	0	0
internal58	chr2	2	3	0	0
internal58	chr2	3	4	0	0
internal58	chr2	4	5	0	0
internal58	chr2	5	6	0	0
internal58	chr2	6	7	0	0
internal58	chr2	7	8	0	0
internal58	chr2	8	9	0	0
internal58	chr2	9	10	0	0
internal58	chr3	0	1	0	0
internal58	chr3	1	2	0	0
internal58	chr3	2	3	0	0
internal58	chr3	3	4	0	0
internal58	chr3	4	5	0	0
internal58	chr3	5	6	0	0
internal58	chr3	6	7	0	0
internal58	chr3	7	8	0	0
internal58	chr3	8	9	0	0
internal58	chr3	9	10	0	0
internal58	chr4	0	1	0	0
internal58	chr4	1	2	0	0
internal58	chr4	2	3	0	0
internal58	chr4	3	4	0	0
internal58	chr4	4	5	0	0
internal58	chr4	5	6	0	0
internal58	chr4	6	7	0	0
internal58	chr4	7	8	0	0
internal58	chr4	8	9	0	0
internal58	chr4	9	10	0	0
internal59	chr1	0	1	0	0
internal59	chr1	1	2	0	0
internal59	chr1	2	3	0	0
internal59	chr1	3	4	0	0
internal59	chr1	4	5	0	0
internal59	chr1	5	6	0	0
internal59	chr1	6	7	0	0
internal59	chr1	7	8	0	0
internal59	chr1	8	9	0	0
internal59	chr1	9	10	0	0
internal59	chr2	0	1	0	0
internal59	chr2	1	2	0	0
internal59	chr2	2	3	0	0
internal59	chr2	3	4	0	0
internal59	chr2	4	5	0	0
internal59	chr2	5	6	0	0
internal59	chr2	6	7	0	0
internal59	chr2	7	8	0	0
internal59	chr2	8	9	0	1
internal59	chr2	9	10	0	0
internal59	chr3	0	1	0	0
internal59	chr3	1	2	0	0
internal59	chr3	2	3	0	0
internal59	chr3	3	4	0	0
internal59	chr3	4	5	0	0
internal59	chr3	5	6	0	0
internal59	chr3	6	7	0	0
internal59	chr3	7	8	0	0
internal59	chr3	8	9	0	0
internal59	chr3	9	10	0	0
internal59	chr4	0	1	0	0
internal59	chr4	1	2	0	0
internal59	chr4	2	3	0	0
internal59	chr4	3	4	0	0
internal59	chr4	4	5	0	0
internal59	chr4	5	6	0	0
internal59	chr4	6	7	0	0
internal59	chr4	7	8	0	0
internal59	chr4	8	9	0	0
internal59	chr4	9	10	0	0
internal6	chr1	0	1	0	0
internal6	chr1	1	2	0	0
internal6	chr1	2	3	0	0
internal6	chr1	3	4	0	0
internal6	chr1	4	5	0	0
internal6	chr1	5	6	0	0
internal6	chr1	6	7	0	0
internal6	chr1	7	8	0	0
internal6	chr1	8	9	0	0
internal6	chr1	9	10	0	0
internal6	chr2	0	1	0	0
internal6	chr2	1	2	0	0
internal6	chr2	2	3	0	0
internal6	chr2	3	4	0	0
internal6	chr2	4	5	0	0
internal6	chr2	5	6	0	0
internal6	chr2	6	7	0	0
internal6	chr2	7	8	0	0
internal6	chr2	8	9	0	0
internal6	chr2	9	10	0	0
internal6	chr3	0	1	0	0
internal6	chr3	1	2	1	0
internal6	chr3	2	3	0	0
internal6	chr3	3	4	0	0
internal6	chr3	4	5	0	0
internal6	chr3	5	6	0	0
internal6	chr3	6	7	0	0
internal6	chr3	7	8	0	0
internal6	chr3	8	9	0	0
internal6	chr3	9	10	0	0
internal6	chr4	0	1	0	0
internal6	chr4	1	2	0	0
internal6	chr4	2	3	0	0
internal6	chr4	3	4	0	0
internal6	chr4	4	5	0	0
internal6	chr4	5	6	0	0
internal6	chr4	6	7	0	0
internal6	chr4	7	8	0	0
internal6	chr4	8	9	0	0
internal6	chr4	9	10	0	0
internal60	chr1	0	1	0	0
internal60	chr1	1	2	0	0
internal60	chr1	2	3	0	0
internal60	chr1	3	4	0	0
internal60	chr1	4	5	0	0
internal60	chr1	5	6	0	1
internal60	chr1	6	7	0	0
internal60	chr1	7	8	0	0
internal60	chr1	8	9	0	0
internal60	chr1	9	10	0	0
internal60	chr2	0	1	0	0
internal60	chr2	1	2	0	0
internal60	chr2	2	3	0	0
internal60	chr2	3	4	0	0
internal60	chr2	4	5	0	0
internal60	chr2	5	6	0	0
internal60	chr2	6	7	0	0
internal60	chr2	7	8	0	0
internal60	chr2	8	9	0	0
internal60	chr2	9	10	0	0
internal60	chr3	0	1	0	0
internal60	chr3	1	2	0	0
internal60	chr3	2	3	0	0
internal60	chr3	3	4	0	0
internal60	chr3	4	5	0	0
internal60	chr3	5	6	0	0
internal60	chr3	6	7	0	0
internal60	chr3	7	8	0	0
internal60	chr3	8	9	0	0
internal60	chr3	9	10	0	0
internal60	chr4	0	1	0	0
internal60	chr4	1	2	0	0
internal60	chr4	2	3	0	0
internal60	chr4	3	4	0	0
internal60	chr4	4	5	0	0
internal60	chr4	5	6	0	0
internal60	chr4	6	7	0	0
internal60	chr4	7	8	0	0
internal60	chr4	8	9	0	0
internal60	chr4	9	10	0	0
internal61	chr1	0	1	0	0
internal61	chr1	1	2	0	0
internal61	chr1	2	3	0	0
internal61	chr1	3	4	0	0
internal61	chr1	4	5	0	0
internal61	chr1	5	6	0	0
internal61	chr1	6	7	0	0
internal61	chr1	7	8	0	0
internal61	chr1	8	9	0	0
internal61	chr1	9	10	0	0
internal61	chr2	0	1	0	0
internal61	chr2	1	2	0	0
internal61	chr2	2	3	0	0
internal61	chr2	3	4	0	0
internal61	chr2	4	5	0	0
internal61	chr2	5	6	0	0
internal61	chr2	6	7	0	0
internal61	chr2	7	8	0	0
internal61	chr2	8	9	0	0
internal61	chr2	9	10	0	0
internal61	chr3	0	1	0	0
internal61	chr3	1	2	1	0
internal61	chr3	2	3	0	0
internal61	chr3	3	4	0	0
internal61	chr3	4	5	0	0
internal61	chr3	5	6	0	0
internal61	chr3	6	7	0	0
internal61	chr3	7	8	0	0
internal61	chr3	8	9	0	0
internal61	chr3	9	10	0	0
internal61	chr4	0	1	0	0
internal61	chr4	1	2	0	0
internal61	chr4	2	3	0	0
internal61	chr4	3	4	0	0
internal61	chr4	4	5	0	0
internal61	chr4	5	6	0	0
internal61	chr4	6	7	0	0
internal61	chr4	7	8	0	0
internal61	chr4	8	9	0	0
internal61	chr4	9	10	0	0
internal62	chr1	0	1	0	0
internal62	chr1	1	2	0	1
internal62	chr1	2	3	0	1
internal62	chr1	3	4	0	1
internal62	chr1	4	5	0	1
internal62	chr1	5	6	0	1
internal62	chr1	6	7	0	0
internal62	chr1	7	8	0	0
internal62	chr1	8	9	0	0
internal62	chr1	9	10	0	0
internal62	chr2	0	1	0	0
internal62	chr2	1	2	0	0
internal62	chr2	2	3	0	0
internal62	chr2	3	4	0	0
internal62	chr2	4	5	0	0
internal62	chr2	5	6	0	0
internal62	chr2	6	7	0	0
internal62	chr2	7	8	1	0
internal62	chr2	8	9	0	1
internal62	chr2	9	10	0	0
internal62	chr3	0	1	0	0
internal62	chr3	1	2	1	0
internal62	chr3	2	3	0	0
internal62	chr3	3	4	0	0
internal62	chr3	4	5	0	0
internal62	chr3	5	6	0	0
internal62	chr3	6	7	0	0
internal62	chr3	7	8	0	0
internal62	chr3	8	9	0	0
internal62	chr3	9	10	0	0
internal62	chr4	0	1	0	0
internal62	chr4	1	2	0	0
internal62	chr4	2	3	0	0
internal62	chr4	3	4	0	0
internal62	chr4	4	5	0	0
internal62	chr4	5	6	0	0
internal62	chr4	6	7	0	0
internal62	chr4	7	8	0	0
internal62	chr4	8	9	0	0
internal62	chr4	9	10	0	0
internal63	chr1	0	1	0	0
internal63	chr1	1	2	0	1
internal63	chr1	2	3	0	0
internal63	chr1	3	4	0	0
internal63	chr1	4	5	0	0
internal63	chr1	5	6	0	0
internal63	chr1	6	7	0	0
internal63	chr1	7	8	0	0
internal63	chr1	8	9	0	0
internal63	chr1	9	10	0	0
internal63	chr2	0	1	0	0
internal63	chr2	1	2	0	0
internal63	chr2	2	3	0	0
internal63	chr2	3	4	0	0
internal63	chr2	4	5	0	0
internal63	chr2	5	6	0	0
internal63	chr2	6	7	0	0
internal63	chr2	7	8	0	0
internal63	chr2	8	9	0	1
internal63	chr2	9	10	0	0
internal63	chr3	0	1	0	0
internal63	chr3	1	2	0	0
internal63	chr3	2	3	0	0
internal63	chr3	3	4	0	0
internal63	chr3	4	5	0	0
internal63	chr3	5	6	0	0
internal63	chr3	6	7	0	0
internal63	chr3	7	8	0	0
internal63	chr3	8	9	0	0
internal63	chr3	9	10	0	0
internal63	chr4	0	1	0	0
internal63	chr4	1	2	0	0
internal63	chr4	2	3	0	0
internal63	chr4	3	4	0	0
internal63	chr4	4	5	0	0
internal63	chr4	5	6	0	0
internal63	chr4	6	7	0	0
internal63	chr4	7	8	0	0
internal63	chr4	8	9	0	0
internal63	chr4	9	10	0	0
internal64	chr1	0	1	0	0
internal64	chr1	1	2	0	0
internal64	chr1	2	3	0	0
internal64	chr1	3	4	0	0
internal64	chr1	4	5	0	0
internal64	chr1	5	6	0	1
internal64	chr1	6	7	0	0
internal64	chr1	7	8	0	0
internal64	chr1	8	9	0	0
internal64	chr1	9	10	0	0
internal64	chr2	0	1	0	0
internal64	chr2	1	2	0	0
internal64	chr2	2	3	0	0
internal64	chr2	3	4	0	0
internal64	chr2	4	5	0	0
internal64	chr2	5	6	0	0
internal64	chr2	6	7	0	0
internal64	chr2	7	8	0	0
internal64	chr2	8	9	0	0
internal64	chr2	9	10	0	0
internal64	chr3	0	1	0	0
internal64	chr3	1	2	1	0
internal64	chr3	2	3	0	0
internal64	chr3	3	4	0	0
internal64	chr3	4	5	0	0
internal64	chr3	5	6	0	0
internal64	chr3	6	7	0	0
internal64	chr3	7	8	0	0
internal64	chr3	8	9	0	0
internal64	chr3	9	10	0	0
internal64	chr4	0	1	0	0
internal64	chr4	1	2	0	0
internal64	chr4	2	3	0	0
internal64	chr4	3	4	0	0
internal64	chr4	4	5	0	0
internal64	chr4	5	6	0	0
internal64	chr4	6	7	0	0
internal64	chr4	7	8	0	0
internal64	chr4	8	9	0	0
internal64	chr4	9	10	0	0
internal65	chr1	0	1	0	0
internal65	chr1	1	2	0	1
internal65	chr1	2	3	0	1
internal65	chr1	3	4	0	1
internal65	chr1	4	5	0	1
internal65	chr1	5	6	0	1
internal65	chr1	6	7	0	0
internal65	chr1	7	8	0	0
internal65	chr1	8	9	0	0
internal65	chr1	9	10	0	0
internal65	chr2	0	1	0	0
internal65	chr2	1	2	0	0
internal65	chr2	2	3	0	0
internal65	chr2	3	4	0	0
internal65	chr2	4	5	0	0
internal65	chr2	5	6	0	0
internal65	chr2	6	7	0	0
internal65	chr2	7	8	0	0
internal65	chr2	8	9	0	1
internal65	chr2	9	10	0	0
internal65	chr3	0	1	0	0
internal65	chr3	1	2	1	0
internal65	chr3	2	3	0	0
internal65	chr3	3	4	0	0
internal65	chr3	4	5	0	0
internal65	chr3	5	6	0	0
internal65	chr3	6	7	0	0
internal65	chr3	7	8	0	0
internal65	chr3	8	9	0	0
internal65	chr3	9	10	0	0
internal65	chr4	0	1	0	0
internal65	chr4	1	2	0	0
internal65	chr4	2	3	0	0
internal65	chr4	3	4	0	0
internal65	chr4	4	5	0	0
internal65	chr4	5	6	0	0
internal65	chr4	6	7	0	0
internal65	chr4	7	8	0	0
internal65	chr4	8	9	0	0
internal65	chr4	9	10	0	0
internal7	chr1	0	1	0	0
internal7	chr1	1	2	0	0
internal7	chr1	2	3	0	0
internal7	chr1	3	4	0	0
internal7	chr1	4	5	0	0
internal7	chr1	5	6	0	0
internal7	chr1	6	7	0	0
internal7	chr1	7	8	0	0
internal7	chr1	8	9	0	0
internal7	chr1	9	10	0	0
internal7	chr2	0	1	0	0
internal7	chr2	1	2	0	0
internal7	chr2	2	3	0	0
internal7	chr2	3	4	0	0
internal7	chr2	4	5	0	0
internal7	chr2	5	6	0	0
internal7	chr2	6	7	0	0
internal7	chr2	7	8	0	0
internal7	chr2	8	9	0	0
internal7	chr2	9	10	0	0
internal7	chr3	0	1	0	0
internal7	chr3	1	2	1	0
internal7	chr3	2	3	0	0
internal7	chr3	3	4	0	0
internal7	chr3	4	5	0	0
internal7	chr3	5	6	0	0
internal7	chr3	6	7	0	0
internal7	chr3	7	8	0	0
internal7	chr3	8	9	0	0
internal7	chr3	9	10	0	0
internal7	chr4	0	1	0	0
internal7	chr4	1	2	0	0
internal7	chr4	2	3	0	0
internal7	chr4	3	4	0	0
internal7	chr4	4	5	0	0
internal7	chr4	5	6	0	0
internal7	chr4	6	7	0	0
internal7	chr4	7	8	0	0
internal7	chr4	8	9	0	0
internal7	chr4	9	10	0	0
internal8	chr1	0	1	0	0
internal8	chr1	1	2	0	0
internal8	chr1	2	3	0	0
internal8	chr1	3	4	0	0
internal8	chr1	4	5	0	0
internal8	chr1	5	6	0	0
internal8	chr1	6	7	0	0
internal8	chr1	7	8	0	1
internal8	chr1	8	9	0	0
internal8	chr1	9	10	0	0
internal8	chr2	0	1	0	0
internal8	chr2	1	2	0	0
internal8	chr2	2	3	0	0
internal8	chr2	3	4	0	0
internal8	chr2	4	5	0	0
internal8	chr2	5	6	0	0
internal8	chr2	6	7	0	0
internal8	chr2	7	8	0	0
internal8	chr2	8	9	0	0
internal8	chr2	9	10	0	0
internal8	chr3	0	1	0	0
internal8	chr3	1	2	0	0
internal8	chr3	2	3	0	0
internal8	chr3	3	4	0	0
internal8	chr3	4	5	0	0
internal8	chr3	5	6	0	0
internal8	chr3	6	7	0	0
internal8	chr3	7	8	0	0
internal8	chr3	8	9	0	0
internal8	chr3	9	10	0	0
internal8	chr4	0	1	0	0
internal8	chr4	1	2	0	0
internal8	chr4	2	3	0	0
internal8	chr4	3	4	0	0
internal8	chr4	4	5	0	0
internal8	chr4	5	6	0	0
internal8	chr4	6	7	0	0
internal8	chr4	7	8	0	0
internal8	chr4	8	9	0	0
internal8	chr4	9	10	0	0
internal9	chr1	0	1	0	0
internal9	chr1	1	2	0	0
internal9	chr1	2	3	0	0
internal9	chr1	3	4	0	0
internal9	chr1	4	5	0	0
internal9	chr1	5	6	0	0
internal9	chr1	6	7	0	0
internal9	chr1	7	8	0	1
internal9	chr1	8	9	0	0
internal9	chr1	9	10	0	0
internal9	chr2	0	1	0	0
internal9	chr2	1	2	0	0
internal9	chr2	2	3	0	0
internal9	chr2	3	4	0	0
internal9	chr2	4	5	0	0
internal9	chr2	5	6	0	0
internal9	chr2	6	7	0	0
internal9	chr2	7	8	0	0
